行形式,発行日,有効期限,納品期限,納品場所,番号,枝番,件名,発行元担当者氏名,社内メモ,備考,消費税の表示方法,消費税端数の計算方法,金額端数の計算方法,取引先名称,取引先宛名,取引先敬称,取引先郵便番号,取引先都道府県,取引先市区町村・番地,取引先建物名・部屋番号,取引先部署,取引先担当者氏名,行の種類,摘要,単価,数量,単位,税率,源泉徴収
明細,,,,,,,,,,,,,,,,,,,,,,,通常,現行Fortigate設定調査・要件整理,80000,1,式,,
